Date,Equal Weight,Minimum Variance,Proposed Strategy,Traditional MVO
2011-01-31,1.0000000000000002,1.0,0.9999999972552374,1.0
2011-02-28,0.009053946239357097,0.019374790649145927,0.1953307622984257,0.058904836131698154
2011-03-31,0.008138548191713842,0.008295106078142177,0.3261024954247135,0.19351185512357527
2011-04-29,0.008238562948736525,0.015200492496375824,0.2587230721870763,0.11321457392890708
2011-05-31,0.009576858600140833,0.09555748091486302,0.47741090759903115,0.36969225516366544
2011-06-30,0.004996713794224207,0.022488978741203102,0.3244489219841168,0.25507747698980365
2011-07-29,0.012520133425214061,0.033583362861603815,0.1576614071676487,0.2499999895141763
2011-08-31,0.02780556876660291,0.09923868205250175,0.5449949865542603,0.26510616529592246
2011-09-30,0.03405374959559679,0.042832121839289417,0.19386033304674252,0.5020378934630496
2011-10-31,0.02409765319807408,0.07941885595739541,0.7161310089906138,0.26609734701743915
2011-11-30,0.007933942113865104,0.023523009997512046,0.35125378597671986,0.29064751646932596
2011-12-30,0.015662702593966245,0.02843460390917553,0.12001461865948841,0.02644397534427304
2012-01-31,0.015354299880793162,0.01909509835687478,0.06872657864429886,0.02060990557527105
2012-02-29,0.013329732581464707,0.01714132183193486,0.0833344796683745,0.25422174849128565
2012-03-30,0.012019867324735464,0.018044386744287617,0.33182191689793833,0.1459020801448944
2012-04-30,0.008379334924883047,0.009514738952848649,0.009123033847693633,0.2538871417913806
2012-05-31,0.02427994203270889,0.01778214774138453,0.27081579025471497,0.13416537703117826
2012-06-29,0.010837096487302599,0.02457037254107099,0.26379594191158573,0.1437250557557838
2012-07-31,0.0069595982098682035,0.022723328979768434,0.23579527897151317,0.004318295500452948
2012-08-31,0.010110937696240961,0.014414437434101732,0.26752287880502834,0.2579280911134036
2012-09-28,0.009365031892372068,0.020106782007869924,0.2540600483745613,0.2540600191296911
2012-10-31,0.008016291930761796,0.048229329001222856,0.2570164013397649,0.4999993051596758
2012-11-30,0.003940496558887452,0.03351597374212278,0.2526888907305076,0.5011178655589041
2012-12-31,0.011352579276587282,0.02329017246740543,0.26150431897080056,0.5059076503453831
2013-01-31,0.011977318264408579,0.014052154460140699,0.2108798091601178,0.4999999648042453
2013-02-28,0.00911372193881748,0.0032868141778666002,0.18128731777182028,0.24999993936428097
2013-03-28,0.006931942111501846,0.0023734553173243573,0.19775766918600618,0.13384222618195302
2013-04-30,0.012684419609659832,0.00902234284550353,0.18871623564546644,0.26050360042550297
2013-05-31,0.014740923065616252,0.021518611348994517,0.3826423342837677,0.2558977084567478
2013-06-28,0.008594305128614643,0.035939468126360945,0.6280049319286637,0.003717945332704364
2013-07-31,0.012691366236947589,0.09723745374577673,0.6728203779287835,0.0037223707589785623
2013-08-30,0.009614122434417297,0.03776269549086191,0.22650669318893185,0.004868954384506069
2013-09-30,0.014728922409068736,0.024440904191378572,0.22491617391460883,0.0074793800025277045
2013-10-31,0.007688064031793715,0.07721103112566569,0.0639521646277476,0.004704635014443808
2013-11-29,0.010572936166890097,0.03944468922834088,0.06335625016494838,0.0053720221683382936
2013-12-31,0.007275946048934542,0.03902613196626589,0.0016138594791603041,0.0016138595177431381
2014-01-31,0.01740790974413578,0.017322048029889417,0.24550164152198087,0.005213434882972323
2014-02-28,0.009586205911710284,0.007733299925805889,0.24496200313989253,0.0023242178581905234
2014-03-31,0.0053061121222423915,0.00813873092881013,0.004927579248406771,0.004927578882161258
2014-04-30,0.004876544258472372,0.03398624064006782,0.008338843273289433,0.008338843197343083
2014-05-30,0.0069328418871327235,0.012683544282409977,0.005407020768046751,0.005407020706141457
2014-06-30,0.007922399344632854,0.07617084221692998,0.006576243921231917,0.00657624303073454
2014-07-31,0.009742154063964469,0.029883848603544934,0.2510188761015934,0.2510188790603038
2014-08-29,0.007874562696989343,0.03579814867040875,0.32729886072403414,0.25039245562061463
2014-09-30,0.012573741670310938,0.03977991094603842,0.2553495087360392,0.2553494615960692
2014-10-31,0.011817424020165043,0.031709025487541405,0.19996115016896998,0.013163533077846066
2014-11-28,0.009993763976812356,0.04529457927408327,0.18760600995415688,0.0035925908535502514
2014-12-31,0.01260407724448677,0.026101377860883047,0.1350711429936894,0.009498812954243804
2015-01-30,0.01928043401948546,0.019784812472651493,0.1500963309665429,0.0263748849250242
2015-02-27,0.020830344818749298,0.02885656762639796,0.10420306117209467,0.028104321957230432
2015-03-31,0.008189066166286132,0.039532652627136275,0.4859165898263582,0.008465596870722326
2015-04-30,0.013690266938687294,0.02642579622832503,0.4879925505846631,0.015469309712074528
2015-05-29,0.00727736891140443,0.0071256037554105435,0.49709695567759954,0.1472580400134419
2015-06-30,0.006619171190366979,0.026228437854751888,0.2546465002077717,0.10829962451550779
2015-07-31,0.019307997173876094,0.008550499891593538,0.2573570361061832,0.009687487543628342
2015-08-31,0.01803712423508643,0.03110774777614454,0.7081142824138306,0.4210312928544846
2015-09-30,0.01152215977918001,0.0181698780644863,0.14869661242210014,0.2554447717513607
2015-10-30,0.015865398916625466,0.015660956312839806,0.39343187239598465,0.26064560527313585
2015-11-30,0.010214993730262086,0.028067367483908076,0.2517581543984846,0.47461241471015736
2015-12-31,0.007985307702807712,0.01202220758707306,0.37434958969731136,0.5059313240782446
2016-01-29,0.019745839833758695,0.0454803668916124,0.408391752754401,0.26002878389278206
2016-02-29,0.010378759697205496,0.02179818771545382,0.4548666349935152,0.4260535341246765
2016-03-31,0.017181328321245325,0.019517801570536095,0.3682068540174844,0.435673072617329
2016-04-29,0.011514083278030371,0.030720341957750783,0.4516831900455322,0.2550061423642561
2016-05-31,0.00881015396429196,0.04139159047341508,0.1653788537819434,0.24999999390929709
2016-06-30,0.013896463099778787,0.03540883913174811,0.2579574318003376,0.2519822108350345
2016-07-29,0.012291507663389205,0.010749999129608584,0.2504863722818078,0.007055685743887133
2016-08-31,0.006559285373639347,0.04355271233963889,0.3146474815755068,0.339706830963454
2016-09-30,0.006064561829352257,0.04277355501858749,0.14492607842162775,0.20697917261035653
2016-10-31,0.007077254469555504,0.007737060566067828,0.505395202935951,0.4967246412920583
2016-11-30,0.018314946939858287,0.06346380266217716,0.5504416739009993,0.7561678786519466
2016-12-30,0.007772312552647945,0.007784501463123733,0.48395168603355293,0.21348089990970331
2017-01-31,0.009907096487963549,0.05004291608218344,0.2144193632913939,0.5043161634614264
2017-02-28,0.005558034360220614,0.02488757573480742,0.2679147403235932,0.14189771026478948
2017-03-31,0.006505644247689929,0.017658618974619948,0.26109362630548194,0.14859372701249401
2017-04-28,0.004197648285891961,0.019983280995863696,0.25000000104465786,0.24999993712774216
2017-05-31,0.006977457599875482,0.022452282334299523,0.008988710240914362,0.008988709129971533
2017-06-30,0.0055294128588883745,0.036226226106925295,0.2466581645179141,0.2573842296331123
2017-07-31,0.007215169831403967,0.028335657156771724,0.0183399560572615,0.007714322939928088
2017-08-31,0.006298887883399877,0.025599616472118038,0.19272939370714368,0.25204761589719854
2017-09-29,0.008559903415575248,0.07445282005164088,0.06105393663693176,0.25583667878100064
2017-10-31,0.00776570541804944,0.01968748967711075,0.24999997960076062,0.006676577023471101
2017-11-30,0.005306043636932774,0.1432547435260762,0.25366860770457605,0.25569145311815894
2017-12-29,0.004809861208060769,0.008469940313778823,0.004988551389653361,0.0049885512258638675
2018-01-31,0.017215437884107718,0.022180644080647634,0.32061397646893064,0.007479941349467953
2018-02-28,0.00853917795320231,0.0673834536560374,0.4830061358477501,0.007551234584144233
2018-03-29,0.007475433408207201,0.03972355297889011,0.3267663852423697,0.15960563233127512
2018-04-30,0.006631163831287548,0.012442968864877757,0.4272550392518698,0.0995487779717283
2018-05-31,0.010569194402042556,0.01863639674119677,0.663345541555523,0.49999975341439074
2018-06-29,0.00801656436548847,0.010435270289620624,0.005093839794626872,0.005093836346990361
2018-07-31,0.008681334373077498,0.01360217135977474,0.009518017372778331,0.009518017104511632
2018-08-31,0.009684857498739187,0.010444902316676833,0.007421712797772782,0.007421712861010333
2018-09-28,0.006035119563192616,0.019262889289176636,0.008216491066296818,0.008216490928195335
2018-10-31,0.018291224574662188,0.01379773502601168,0.6347918209479133,0.17029466298418094
2018-11-30,0.010116639431171436,0.01615952151836355,0.5883436818347236,0.32739394975484665
2018-12-31,0.02436225028278409,0.01789257648682589,0.3542626828296953,0.5066507254856547
2019-01-31,0.016667281368337075,0.014849785880939863,0.5030789373947894,0.6714810592834404
2019-02-28,0.008589010393770857,0.014118309407996155,0.15715982658762948,0.12551927666929738
2019-03-29,0.00863814098675856,0.012136651027629213,0.5968615274662818,0.3776571769816811
2019-04-30,0.008685044638115647,0.008448546543440232,0.296978806617983,0.014403347606992072
2019-05-31,0.021709084825889513,0.015633090422451975,0.46262542928766004,0.49999993649300195
2019-06-28,0.011587433816836051,0.0221082652466335,0.4115576597786352,0.3747633702053855
2019-07-31,0.00483406525973825,0.0068651110180890235,0.22843617593630963,0.1269972645453215
2019-08-30,0.019401798765904497,0.02051307261186431,0.019438155717259303,0.09137406924544471
2019-09-30,0.00783156837167786,0.00947372825959729,0.056633244013492436,0.00916971189548169
2019-10-31,0.0070735496324575015,0.010919686094653278,0.06929299621576591,0.2546364473314176
2019-11-29,0.007955688298802145,0.020253401151650068,0.2091459734199498,0.021511701970171618
2019-12-31,0.010660962892559023,0.03223197519179691,0.541956884855281,0.5147007221717597
2020-01-31,0.016893898598311634,0.025233968461080055,0.43580989190755065,0.5008012332497376
2020-02-28,0.02168540907836051,0.016911249775643164,0.44505045000096216,0.2603605672162921
2020-03-31,0.04188392863768408,0.230802355759954,0.7955680641767773,0.2638192471109759
2020-04-30,0.0206606859557081,0.05285556103806876,0.8072878681073179,0.024473882159970057
2020-05-29,0.011212401464360665,0.018463818162146244,0.26666727563296305,0.013026842710535344
2020-06-30,0.008805609936723927,0.01153041109581051,0.010558173603437571,0.010558176741907581
2020-07-31,0.011050819237631591,0.01986117003465656,0.07153445656708475,0.19041773522211128
2020-08-31,0.017138266333350805,0.03601271062435101,0.2687006788933562,0.16759959657515733
2020-09-30,0.008595258148613671,0.016056665045091623,0.010343313581296329,0.010343296027198624
2020-10-30,0.008425975025273917,0.007898695969863872,0.3266160577222727,0.1247560259708436
2020-11-30,0.026323593188430472,0.009872402860984645,0.36784671200368796,0.25790535575671625
2020-12-31,0.012995112245087773,0.012669287872545431,0.2691993924924794,0.2634661609738313
2021-01-29,0.009082456162553772,0.0063043696426453195,0.4250306878909163,0.2244734214051178
2021-02-26,0.01653781505848735,0.01203680951843116,0.21958155843028174,0.2808522802384255
2021-03-31,0.010979291985048878,0.09305801818182978,0.406748587089124,0.1453955042372997
2021-04-30,0.010763940325197216,0.27633638889489154,0.6863200762600619,0.2599147020799703
2021-05-28,0.008356985985663916,0.016749286725647856,0.16284589449117656,0.007948338497119877
2021-06-30,0.010185031920368327,0.020711789603653843,0.00843717960443924,0.2524441356600547
2021-07-30,0.010295139153742444,0.014417971021540799,0.24478826639219373,0.010832619543738651
2021-08-31,0.006758285858937868,0.004973924495465585,0.2944966028600751,0.25878021090217357
2021-09-30,0.010541087295319856,0.012223594366610127,0.3029073527587065,0.26080270197898
2021-10-29,0.012628702323797932,0.014538617188781201,0.2512615067636996,0.08044931464207672
2021-11-30,0.012367791541279288,0.01969197311610809,0.5059110419376078,0.2515098614783155
2021-12-31,0.01196712978916175,0.009139997617521366,0.32886622188235076,0.012557019172298803
2022-01-31,0.016139062462656194,0.006444134890964251,0.28928370732555053,0.029912821361892043
2022-02-28,0.013093397933073216,0.010993659385226931,0.2598617949521035,0.26065064935433147
2022-03-31,0.01715439395020174,0.04006108979269039,0.45722801967073184,0.08952217914611282
2022-04-29,0.018875909691493165,0.048515679060461586,0.24611494647154458,0.10028423579514596
2022-05-31,0.00919643751344041,0.025087464837592832,0.12530385104501734,0.2598473016783437
2022-06-30,0.015386775898600193,0.036463491824486695,0.014471093684615195,0.2581183075721837
2022-07-29,0.01912879946757233,0.028273701454582124,0.0038158781112189494,0.01855350692201505
2022-08-31,0.007602156680217541,0.04403028723826438,0.0031711638341270798,0.2503310727327688
2022-09-30,0.0159099185853687,0.02118436258314661,0.013804024704538412,0.19637655134749657
2022-10-31,0.019160248038029577,0.02884873577747867,0.39478890996500915,0.07006823944139655
2022-11-30,0.014788812365134504,0.02812020676982395,0.21984382506538044,0.012000768337744654
2022-12-30,0.011628891849039043,0.007848649906591228,0.46411756107188445,0.009429641481839501
2023-01-31,0.013336605623108795,0.013429086092756715,0.22680761254806214,0.25943529060802145
2023-02-28,0.008843247700240552,0.012099544347189012,0.25624573935091255,0.2594147392674925
2023-03-31,0.013065785060411929,0.05439394435456962,0.28167162501564713,0.25370430335101113
2023-04-28,0.0038315253811376723,0.029152483692818896,0.13905044659664337,0.2525134185101857
2023-05-31,0.010207900909750517,0.027980801596189375,0.3193464523801277,0.018262326344114524
2023-06-30,0.013687802169369559,0.024427005083827148,0.1107865031460386,0.4996040087968064
2023-07-31,0.011501894729173172,0.018604240363145046,0.012166308984595323,0.255102599925763
2023-08-31,0.00887562930790993,0.007786766957028458,0.004735402319330013,0.004735403169738452
2023-09-29,0.010313157422813038,0.01997360843324603,0.2518518212925897,0.0023819873156808104
2023-10-31,0.010122906119308002,0.03632605878652201,0.5022374334028987,0.2626916250673702
2023-11-30,0.016053874911931006,0.08485254547001185,0.2789048824551407,0.26118831132680986
2023-12-29,0.013422407963569763,0.034554896681434244,0.19733397690875046,0.2499999552018133
2024-01-31,0.00949782498255073,0.010552782033535742,0.14364337483681183,0.25054147927400033
2024-02-29,0.012918755889040914,0.012376016753852316,0.1278138430757261,0.25111574533485914
2024-03-28,0.007821239663025926,0.018885731239054935,0.2814339727991312,0.26085062651898916
2024-04-30,0.013216017164625463,0.014712908472919454,0.46332523838123274,0.2558276869217513
2024-05-31,0.008294619218391426,0.021542929482682747,0.39524676357472766,0.006815165179585288
2024-06-28,0.007749940384163059,0.019238316510541958,0.19434149262794462,0.2556746520470479
2024-07-31,0.012066285435062815,0.012280909716711417,0.4824482819587804,0.26033881790619146
2024-08-30,0.006227816477795259,0.023611245023253336,0.21961155806440258,0.24999998975962773
2024-09-30,0.005902134094155034,0.018022161996781052,0.2614042537508454,0.004402871330218794
2024-10-31,0.010354661109958085,0.023674776348875298,0.11246020562697047,0.011280242891908616
2024-11-29,0.014269394970624932,0.01742910457076453,0.15026240525724496,0.265120326490517
2024-12-31,0.012130167243227477,0.026193126464957354,0.346763427095777,0.014011605224456342
2025-01-31,0.006325066093509926,0.011082678321467948,0.3480713129123155,0.007853539156570664
2025-02-28,0.010217291884715013,0.012059525607513801,0.08560409522262792,0.2521897956381466
2025-03-31,0.015186673035919612,0.010197329321243655,0.4826196968507623,0.26889209854720664
2025-04-30,0.011074663232767623,0.06113828452730366,0.6634735626694106,0.5075075215724479
2025-05-30,0.013713320653739751,0.009195961762490844,0.5663280846547998,0.09165853633322044
2025-06-30,0.009563022410622422,0.010110086113783643,0.3367236044613963,0.2552126355187839
2025-07-31,0.0060048392827057595,0.004838615382563109,0.31215937626121126,0.2517704341251096
2025-08-29,0.008661820471080842,0.006899244644881833,0.15745980170983334,0.0056720122362073685
2025-09-30,0.011400735042724423,0.010591563669989635,0.26069176979971176,0.01159440161864825
2025-10-31,0.0067253089302237515,0.009454506185821018,0.10814253451565137,0.25005718721564074
2025-11-28,0.005084455466998476,0.002323455175625566,0.28192225482262007,0.011720951609943187
2025-12-31,0.006107038868341574,0.013007538146786454,0.1351015076659242,0.005569346494604419
